antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE GREEN,0.0476578632757309,0.04287577437235083,0.028801217258993587,0.6043329532497149,14.094974658683466,1.0,0.026757849466115004,2.419014253243367,0.9755451242160793,0.46654929577464793,0.5866084713394228,0.6380346642040717
ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE PINK,0.0476578632757309,0.0333115965655907,0.021519400065210303,0.451539338654504,13.555019428907313,1.0,0.019931840550591075,1.762548294827395,0.972577558754449,0.36197440585009144,0.43263965989769987,0.5487713006486223
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED ,0.0333115965655907,0.0476578632757309,0.021519400065210303,0.6460032626427405,13.555019428907311,1.0,0.019931840550591075,2.6902568194100316,0.9581438932582897,0.36197440585009144,0.6282882761284857,0.5487713006486223
PAPER CHAIN KIT 50'S CHRISTMAS ,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.05325508096945984,0.0378763177915444,0.024508205629822845,0.46020408163265303,12.15018007202881,1.0,0.022491099259009155,1.7823841371725642,0.9693177904634683,0.36786296900489396,0.4389537142165536,0.5536314525810324
PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS ,0.0378763177915444,0.05325508096945984,0.024508205629822845,0.6470588235294117,12.15018007202881,1.0,0.022491099259009155,2.6824439372531965,0.9538240353264357,0.36786296900489396,0.6272056291234206,0.5536314525810324
WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE ,0.04760352135637431,0.04407129659819585,0.025432018258884904,0.5342465753424658,12.122324882185024,1.0,0.02333406935006958,2.0524351573038735,0.9633672463182905,0.3839212469237079,0.5127738888893215,0.555655963380234
WOODEN FRAME ANTIQUE WHITE ,WOODEN PICTURE FRAME WHITE FINISH,0.04407129659819585,0.04760352135637431,0.025432018258884904,0.5770653514180024,12.122324882185023,1.0,0.02333406935006958,2.251876222099068,0.9598075356133453,0.3839212469237079,0.5559258585412575,0.555655963380234
HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.0522225845016846,0.04352787740462993,0.02211716117813281,0.42351716961498437,9.72979145475024,1.0,0.019844022922190556,1.6591511007475643,0.9466599009056437,0.3003690036900369,0.39728214051786503,0.46581601302222375
HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.04352787740462993,0.0522225845016846,0.02211716117813281,0.5081148564294631,9.72979145475024,1.0,0.019844022922190556,1.9268266746552043,0.9380543907559418,0.3003690036900369,0.48101195963620086,0.46581601302222375
LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG WOODLAND,0.05368981632431258,0.044560373872405176,0.02200847733941963,0.409919028340081,9.199182877456305,1.0,0.0196160390508675,1.619166982185358,0.9418631525365571,0.2886671418389166,0.38239847341111194,0.4519107336822356
LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN ,0.044560373872405176,0.05368981632431258,0.02200847733941963,0.49390243902439024,9.199182877456304,1.0,0.0196160390508675,1.869817712323045,0.9328634363708114,0.2886671418389166,0.46518850826500685,0.4519107336822356
LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,0.05059232692098685,0.05249429409846756,0.023203999565264644,0.45864661654135336,8.737075608275346,1.0,0.020548191076748542,1.7502535956236642,0.9327344329854343,0.2904761904761905,0.42865422330775316,0.4503378010242999
LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,0.05249429409846756,0.05059232692098685,0.023203999565264644,0.44202898550724634,8.737075608275346,1.0,0.020548191076748542,1.7015358296740755,0.9346067491791996,0.2904761904761905,0.4122956551602282,0.4503378010242999
LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT,0.05716769916313444,0.05059232692098685,0.025214650581458536,0.44106463878326996,8.718014482158683,1.0,0.02232240365607661,1.6986001225835405,0.9389739640266321,0.3054641211323239,0.4112799200326102,0.4697267339995834
LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.,0.05059232692098685,0.05716769916313444,0.025214650581458536,0.49838882921589683,8.718014482158683,1.0,0.02232240365607661,1.879607863124458,0.9324708531773835,0.3054641211323239,0.4679741345954429,0.4697267339995834
LUNCH BAG SUKI DESIGN ,LUNCH BAG CARS BLUE,0.04885338550157592,0.05249429409846756,0.021193348549070755,0.43381535038932145,8.264047699652478,1.0,0.018628824562845217,1.6734923960814885,0.9241413559873253,0.26440677966101694,0.40244724007021637,0.4187710292319278
LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN ,0.05249429409846756,0.04885338550157592,0.021193348549070755,0.4037267080745342,8.264047699652478,1.0,0.018628824562845217,1.5951521347317321,0.9276924841618578,0.26440677966101694,0.37310054744829907,0.4187710292319278
LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,0.06999239213129008,0.05059232692098685,0.028420823823497445,0.406055900621118,8.026037253737716,1.0,0.02487974583880931,1.5984798469617894,0.9412885495555504,0.30837264150943394,0.3744056255068292,0.48390872367253535
LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,0.05059232692098685,0.06999239213129008,0.028420823823497445,0.5617615467239527,8.026037253737716,1.0,0.02487974583880931,2.1221497130533553,0.9220543893934914,0.30837264150943394,0.5287797115118721,0.48390872367253535
LUNCH BAG SUKI DESIGN ,LUNCH BAG  BLACK SKULL.,0.04885338550157592,0.05716769916313444,0.022225845016845994,0.45494994438264735,7.958164331301784,1.0,0.01943300937139127,1.729808649902739,0.9192514255677022,0.26523994811932555,0.4219013761688459,0.4218666071723123
LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI DESIGN ,0.05716769916313444,0.04885338550157592,0.022225845016845994,0.3887832699619772,7.958164331301784,1.0,0.01943300937139127,1.5561527814188836,0.9273577926058496,0.26523994811932555,0.3573895751494204,0.4218666071723123
LUNCH BAG SUKI DESIGN ,LUNCH BAG SPACEBOY DESIGN ,0.04885338550157592,0.05368981632431258,0.020541245516791654,0.42046718576195774,7.831414121853792,1.0,0.017918316222391206,1.6328845587801208,0.9171132265458952,0.2504970178926441,0.38758683544226175,0.4015291394396833
LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG SUKI DESIGN ,0.05368981632431258,0.04885338550157592,0.020541245516791654,0.3825910931174089,7.831414121853792,1.0,0.017918316222391206,1.5405456641384312,0.9218004366735272,0.2504970178926441,0.35087935185662794,0.4015291394396833
LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL.,0.05249429409846756,0.05716769916313444,0.022877948049125095,0.4358178053830228,7.623497390359682,1.0,0.0198769700363228,1.6711486286392885,0.9169618759123969,0.26361928616155295,0.4016091789428465,0.4180039597257319
LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,0.05716769916313444,0.05249429409846756,0.022877948049125095,0.40019011406844107,7.623497390359682,1.0,0.0198769700363228,1.5796767077787832,0.9215070471705218,0.26361928616155295,0.3669590777177938,0.4180039597257319
LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,0.044560373872405176,0.06999239213129008,0.023530051081404196,0.5280487804878049,7.544373958491138,1.0,0.02041116391980992,1.9705587556908066,0.9079075991796145,0.25850746268656716,0.4925297217796299,0.43211445235570367
LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,0.06999239213129008,0.044560373872405176,0.023530051081404196,0.3361801242236025,7.544373958491137,1.0,0.02041116391980992,1.4393055420495229,0.9327352698829018,0.25850746268656716,0.3052204894757555,0.43211445235570367
LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN ,0.05249429409846756,0.05368981632431258,0.021247690468427345,0.40476190476190477,7.5388953152111045,1.0,0.018429281460206177,1.5898011085751549,0.915408283065463,0.2501599488163787,0.37099050025431096,0.40025544630807786
LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG CARS BLUE,0.05368981632431258,0.05249429409846756,0.021247690468427345,0.395748987854251,7.5388953152111045,1.0,0.018429281460206177,1.5680663943563051,0.9165647653341801,0.2501599488163787,0.36227190149655464,0.40025544630807786
LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG  BLACK SKULL.,0.05368981632431258,0.05716769916313444,0.02271492229105532,0.4230769230769231,7.400628838841767,1.0,0.019645599023303074,1.6342426547839004,0.913945936915961,0.25770653514180025,0.3880957659055642,0.41020766305937406
LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN ,0.05716769916313444,0.05368981632431258,0.02271492229105532,0.3973384030418251,7.400628838841766,1.0,0.019645599023303074,1.570218159663759,0.917317264867697,0.25770653514180025,0.3631458190407526,0.41020766305937406
JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY,0.08694707097054669,0.035539615259210955,0.022497554613628953,0.25875,7.280607798165137,1.0,0.019407489163420413,1.3011269945912838,0.9447960819019128,0.22499999999999998,0.23143551386071667,0.4458887614678899
JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,0.035539615259210955,0.08694707097054669,0.022497554613628953,0.6330275229357798,7.2806077981651365,1.0,0.019407489163420413,2.48806923160526,0.8944367685438326,0.22499999999999998,0.5980819234057981,0.4458887614678899
JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.08694707097054669,0.04733181175959135,0.029670687968699056,0.34125,7.209738805970149,1.0,0.025555325572473312,1.4461756178222525,0.9433174055242857,0.2836363636363636,0.3085210484284981,0.48405783582089557
JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.04733181175959135,0.08694707097054669,0.029670687968699056,0.6268656716417911,7.209738805970149,1.0,0.025555325572473312,2.4469818497989353,0.9040909844058552,0.2836363636363636,0.5913332989853731,0.48405783582089557
LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN ,0.06999239213129008,0.04885338550157592,0.024453863710466255,0.34937888198757766,7.151579740083875,1.0,0.021034498395498872,1.4619055363651194,0.9249072234557801,0.2590673575129534,0.3159612744292638,0.42496752775685886
LUNCH BAG SUKI DESIGN ,LUNCH BAG RED RETROSPOT,0.04885338550157592,0.06999239213129008,0.024453863710466255,0.5005561735261401,7.151579740083875,1.0,0.021034498395498872,1.8620865021691986,0.9043513810330928,0.2590673575129534,0.462968020639712,0.42496752775685886
LUNCH BAG  BLACK SKULL.,LUNCH BAG RED RETROSPOT,0.05716769916313444,0.06999239213129008,0.028094772307357897,0.49144486692015216,7.021404069149566,1.0,0.02409346829028817,1.8287252401455756,0.9095767534936092,0.28359846407021394,0.4531709969068972,0.4464211912240512
LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.,0.06999239213129008,0.05716769916313444,0.028094772307357897,0.40139751552795033,7.021404069149565,1.0,0.02409346829028817,1.5750557762359052,0.9221197074391797,0.28359846407021394,0.36510184903431364,0.4464211912240512
LUNCH BAG RED RETROSPOT,LUNCH BAG CARS BLUE,0.06999239213129008,0.05249429409846756,0.024888599065318987,0.3555900621118012,6.773880251533505,1.0,0.02121439784812378,1.470346203856836,0.9165238194629081,0.255011135857461,0.31988806624118865,0.41485507246376807
LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,0.05249429409846756,0.06999239213129008,0.024888599065318987,0.474120082815735,6.773880251533505,1.0,0.02121439784812378,1.7684790338605785,0.8995978806084084,0.255011135857461,0.4345423491863477,0.41485507246376807
LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN ,0.06999239213129008,0.05368981632431258,0.025377676339528314,0.3625776397515528,6.753192031081047,1.0,0.021619797661900086,1.4845889361440747,0.9160375354187399,0.2581536760641238,0.3264128704897252,0.41762485226444035
LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG RED RETROSPOT,0.05368981632431258,0.06999239213129008,0.025377676339528314,0.4726720647773279,6.753192031081047,1.0,0.021619797661900086,1.7636228725034269,0.9002564822072078,0.2581536760641238,0.43298535327991056,0.41762485226444035
JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI,0.08694707097054669,0.042060645582001954,0.023584393000760786,0.27125,6.449021317829457,1.0,0.01992734306427545,1.3144965412253833,0.9253983917868016,0.22371134020618555,0.23925246766507827,0.41598675710594313
JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,0.042060645582001954,0.08694707097054669,0.023584393000760786,0.5607235142118863,6.449021317829456,1.0,0.01992734306427545,2.078538138437638,0.8820367471523622,0.22371134020618555,0.5188926382887235,0.41598675710594313
LUNCH BAG APPLE DESIGN,LUNCH BAG RED RETROSPOT,0.04706010216280839,0.06999239213129008,0.02113900662971416,0.4491916859122402,6.41772158707845,1.0,0.017845157505396305,1.6884414851452891,0.8858706232525848,0.2203966005665722,0.40773784060751683,0.3756051597263064
LUNCH BAG RED RETROSPOT,LUNCH BAG APPLE DESIGN,0.06999239213129008,0.04706010216280839,0.02113900662971416,0.30201863354037267,6.41772158707845,1.0,0.017845157505396305,1.3652798536310375,0.9077145757483538,0.2203966005665722,0.267549435128304,0.3756051597263064
RED HANGING HEART T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,0.036898163243125746,0.10710792305184219,0.024725573307249213,0.6701030927835052,6.256335420295313,1.0,0.02077348767785019,2.706579108249104,0.8723501404085956,0.2072892938496583,0.6305299198711012,0.4504751892126557
WHITE HANGING HEART T-LIGHT HOLDER,RED HANGING HEART T-LIGHT HOLDER,0.10710792305184219,0.036898163243125746,0.024725573307249213,0.2308472856418062,6.256335420295313,1.0,0.02077348767785019,1.2521594460737462,0.940944649653797,0.2072892938496583,0.2013796620425728,0.4504751892126557
GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.03755026627540485,0.09254428866427562,0.020323877839365286,0.5412445730824891,5.8484924450170075,1.0,0.016848815157753806,1.978081692533077,0.8613600659670401,0.18514851485148515,0.49445970620180635,0.38042851085128565
REGENCY CAKESTAND 3 TIER,GREEN REGENCY TEACUP AND SAUCER,0.09254428866427562,0.03755026627540485,0.020323877839365286,0.2196124486200822,5.8484924450170075,1.0,0.016848815157753806,1.2332971380985596,0.9135605801749952,0.18514851485148515,0.18916539323057718,0.38042851085128565
ROSES REGENCY TEACUP AND SAUCER ,REGENCY CAKESTAND 3 TIER,0.04254972285621128,0.09254428866427562,0.022823606129768505,0.5363984674329503,5.796127185966618,1.0,0.018885872295178362,1.9574044682530918,0.8642443628226022,0.2032913843175218,0.4891193842566113,0.39151103641759083
REGENCY CAKESTAND 3 TIER,ROSES REGENCY TEACUP AND SAUCER ,0.09254428866427562,0.04254972285621128,0.022823606129768505,0.24662360540223136,5.7961271859666175,1.0,0.018885872295178362,1.270879050643704,0.9118582806498252,0.2032913843175218,0.21314306070786432,0.39151103641759083
JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY,0.08694707097054669,0.042930116291707426,0.021519400065210303,0.2475,5.765183544303797,1.0,0.017786752197221395,1.2718536660575317,0.9052541845066544,0.19859578736208625,0.2137460254372019,0.3743829113924051
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,0.042930116291707426,0.08694707097054669,0.021519400065210303,0.5012658227848101,5.765183544303797,1.0,0.017786752197221395,1.8307406445006806,0.8636203047967753,0.19859578736208625,0.45377298362612045,0.3743829113924051
SPOTTY BUNTING,PARTY BUNTING,0.05450494511466145,0.07493750679273992,0.02113900662971416,0.38783649052841473,5.175465626326242,1.0,0.0170545419349463,1.5111362877636512,0.8532891483436316,0.19518314099347717,0.338246319608993,0.33496248021707176
PARTY BUNTING,SPOTTY BUNTING,0.07493750679273992,0.05450494511466145,0.02113900662971416,0.2820884699057288,5.1754656263262415,1.0,0.0170545419349463,1.3170077582695776,0.8721363973465809,0.19518314099347717,0.2407030302434175,0.33496248021707176
JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT,0.08694707097054669,0.06999239213129008,0.023095315726551463,0.265625,3.7950553183229814,1.0,0.01700968224051385,1.2663933383744135,0.8066336640596007,0.17255379618351604,0.21035592205212106,0.29779697204968947
LUNCH BAG RED RETROSPOT,JUMBO BAG RED RETROSPOT,0.06999239213129008,0.08694707097054669,0.023095315726551463,0.3299689440993789,3.795055318322981,1.0,0.01700968224051385,1.3627024016105864,0.7919281771373969,0.17255379618351604,0.26616405840475954,0.29779697204968947
